date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_await,dev_sdc_svctm,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sdg_tps,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_await,dev_sdg_svctm,cached,dirty,cpu_all_usr,cpu_all_sys,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB
10/04 16:52:45,,,,75.0,8744.0,14188.0,305.76,20.59,6.65,141.0,6308.0,51130.0,407.36,3.87,28.11,5.87,92.0,14104.0,316.43,27.3,5.6,658380,120,0.08,0.1,627.0,115.0,51.13,18.18,2360.0,1019.0,13646.78,5649.31,2316.0,2135.0,11294.03,15185.27,2291.0,1049.0,13171.44,5761.61
10/04 16:52:46,,,,85.15,4792.08,13572.28,215.67,20.36,6.92,174.26,8916.83,57421.78,380.69,5.97,33.24,4.9,104.95,17071.29,299.91,23.35,6.26,658428,100,0.07,0.17,629.7,110.89,52.13,17.76,2522.77,1118.81,15009.81,5755.53,2584.16,2097.03,13172.22,14237.61,2765.35,1294.06,16709.27,7090.74
10/04 16:52:47,,,,94.0,8798.0,20454.0,311.19,22.0,6.24,178.0,12252.0,54640.0,375.8,5.26,29.99,5.17,104.0,22238.0,326.85,24.59,6.52,658460,136,0.08,0.23,612.0,114.0,49.01,17.63,2899.0,1462.0,17674.65,8377.64,2922.0,2410.0,15751.87,16602.55,2891.0,1408.0,17517.06,7808.27
10/04 16:52:48,,,,120.0,10854.0,25120.0,299.78,39.19,5.92,169.0,10648.0,46376.0,337.42,8.31,49.72,5.69,118.0,23246.0,314.19,22.08,6.8,658492,168,0.05,0.2,638.0,118.0,50.09,18.6,2467.0,1857.0,13184.23,12033.23,3632.0,2676.0,21777.21,17860.45,2282.0,1526.0,12060.98,9741.3
10/04 16:52:49,,,,88.0,8322.0,18672.0,306.75,18.33,7.28,150.0,9162.0,41234.0,335.97,6.21,36.04,5.84,122.0,26038.0,298.59,28.27,6.5,658524,200,0.1,0.2,629.0,115.0,51.72,18.13,2196.0,1443.0,11167.44,9139.55,2975.0,2191.0,16850.07,14099.33,3079.0,1351.0,19311.44,7169.65
10/04 16:52:50,,,,110.89,6348.51,22744.55,262.36,82.34,8.98,153.47,11908.91,46215.84,378.75,4.9,35.28,5.92,60.4,11526.73,360.03,18.97,7.38,658880,232,0.12,0.17,630.69,112.87,52.03,17.41,2201.98,1310.89,11415.26,8473.68,2870.3,2132.67,15919.82,14326.49,2287.13,1203.96,12583.29,7139.87
10/04 16:52:51,,,,163.0,20048.0,22588.0,261.57,52.61,5.69,155.0,17476.0,36304.0,346.97,12.97,77.92,6.45,122.0,24066.0,284.05,38.0,6.14,658632,268,0.15,0.25,628.0,109.0,50.15,17.52,2195.0,1703.0,10618.69,11842.26,3730.0,3341.0,21226.0,23292.76,2435.0,1528.0,13494.92,9414.77
10/04 16:52:52,,,,157.43,14061.39,32055.45,292.94,39.98,5.5,153.47,13116.83,32160.4,295.03,14.43,90.77,6.5,118.81,22811.88,295.32,41.72,6.47,658324,300,0.15,0.2,621.78,115.84,50.03,17.83,2079.21,1433.66,10270.22,9068.55,3439.6,2902.97,18979.51,19902.25,2129.7,1585.15,10589.78,10318.89
10/04 16:52:53,,,,121.0,11496.0,23136.0,286.21,29.31,6.26,183.0,13776.0,45536.0,324.11,8.19,54.02,5.33,116.0,23196.0,278.91,96.78,8.63,658320,328,0.08,0.2,625.0,111.0,49.48,17.67,2456.0,1441.0,13590.6,8814.17,2802.0,2347.0,15069.55,16373.56,2520.0,1210.0,14563.71,6494.17
10/04 16:52:54,,,,112.87,6768.32,26390.1,293.77,33.32,6.38,166.34,8889.11,49409.9,350.49,7.51,44.45,4.93,129.7,22679.21,250.81,32.75,6.68,658340,364,0.12,0.22,625.74,115.84,49.94,18.33,3363.37,1467.33,21711.4,7564.15,2873.27,1923.76,16316.14,11921.34,2560.4,1433.66,14473.63,8530.3
10/04 16:52:55,,,,114.0,11008.0,19622.0,268.68,17.48,6.36,161.0,13640.0,46500.0,373.54,6.06,37.73,5.75,129.0,26978.0,302.37,22.04,6.65,658712,392,0.08,0.18,642.0,111.0,49.91,17.17,2874.0,1781.0,16664.17,11448.19,3359.0,2721.0,18560.6,18538.21,2300.0,1209.0,12419.08,6704.56
10/04 16:52:56,,,,113.0,12248.0,23562.0,316.9,26.38,6.09,180.0,12094.0,57934.0,389.04,6.39,34.49,5.11,101.0,15098.0,259.43,31.22,5.75,658744,424,0.07,0.2,627.0,110.0,49.33,17.1,2790.0,1419.0,16699.81,8208.06,3113.0,2608.0,17007.63,17940.12,2593.0,1501.0,14887.48,9186.67
10/04 16:52:57,,,,91.0,13870.0,13060.0,295.93,26.85,6.4,180.0,10778.0,54258.0,361.31,6.66,35.43,5.21,80.0,12724.0,257.7,18.7,6.51,658772,452,0.05,0.2,622.0,122.0,50.48,19.41,2300.0,963.0,13231.93,4609.6,2734.0,2364.0,13899.89,16444.94,2468.0,1422.0,14039.31,8798.2
10/04 16:52:58,,,,99.01,7825.74,21283.17,294.0,28.33,5.8,168.32,12930.69,45956.44,349.86,10.5,57.18,5.92,104.95,21297.03,290.17,22.35,6.12,658808,488,0.1,0.17,612.87,113.86,48.07,17.73,2628.71,1520.79,14861.83,9453.5,2909.9,2258.42,16434.05,15140.22,2536.63,1283.17,14624.66,7262.0
10/04 16:52:59,,,,74.0,9542.0,12424.0,296.84,15.09,6.68,159.0,7944.0,54500.0,392.73,5.39,42.52,5.08,63.0,13350.0,287.94,17.7,7.1,658836,516,0.05,0.18,612.0,112.0,49.24,17.96,2469.0,1077.0,14669.84,5790.22,2222.0,1656.0,11049.59,11261.73,2248.0,986.0,12826.97,5172.21
10/04 16:53:00,,,,113.86,10635.64,20609.9,274.42,29.76,5.62,129.7,4146.53,49623.76,414.56,3.76,29.55,6.27,109.9,24087.13,301.19,35.31,6.93,658868,552,0.07,0.17,611.88,114.85,47.28,18.06,2441.58,1562.38,13519.46,9873.42,3260.4,2001.98,19832.68,12061.18,2400.0,1553.47,13080.64,10081.69
10/04 16:53:01,,,,106.0,6644.0,26496.0,312.64,26.81,6.7,136.0,9894.0,47546.0,422.35,3.18,22.77,5.35,88.0,16084.0,302.41,21.49,6.39,658904,584,0.18,0.18,606.0,107.0,48.2,17.14,2900.0,1244.0,18257.19,6555.29,2606.0,2009.0,14119.39,13422.76,2485.0,1251.0,14455.12,7222.79
10/04 16:53:02,,,,56.44,1631.68,14982.18,294.39,18.04,7.47,157.43,6728.71,50495.05,363.5,5.0,32.21,5.73,90.1,18564.36,313.27,21.76,6.68,658936,616,0.07,0.15,619.8,155.45,49.15,401.14,2359.41,1064.36,13446.76,5819.59,2208.91,1436.63,11730.2,9371.2,2592.08,1158.42,15415.93,6260.98
10/04 16:53:03,,,,108.0,9560.0,21470.0,287.31,21.18,5.91,192.0,7906.0,69296.0,402.09,5.71,29.63,4.94,63.0,14314.0,308.44,17.94,6.95,658972,652,0.08,0.18,621.0,114.0,48.29,17.82,3083.0,1104.0,19954.93,4951.15,2466.0,1753.0,12976.98,11438.91,3133.0,1430.0,19849.84,8347.09
10/04 16:53:04,,,,85.0,9104.0,13974.0,271.51,18.26,6.6,165.0,9654.0,60568.0,425.59,4.01,22.7,5.24,116.0,19796.0,301.5,31.72,7.05,659004,684,0.05,0.2,619.0,111.0,48.72,17.42,2906.0,1482.0,17926.18,8358.57,2803.0,2458.0,14686.36,17146.81,2857.0,1152.0,17885.8,5874.52
10/04 16:53:05,,,,122.0,12152.0,24442.0,299.95,21.25,6.49,136.0,8600.0,46772.0,407.15,3.62,28.71,5.69,117.0,21842.0,310.22,30.38,5.93,659036,716,0.08,0.13,620.0,110.0,48.88,17.1,2659.0,1377.0,15640.53,8109.03,2828.0,2517.0,14633.48,17812.37,2651.0,1255.0,15489.15,7165.45
10/04 16:53:06,,,,80.2,2798.02,18128.71,260.94,18.49,6.48,158.42,10281.19,52679.21,397.44,5.51,34.78,5.85,92.08,20669.31,299.7,25.97,6.77,659068,752,0.07,0.22,626.73,109.9,49.33,17.7,2107.92,1072.28,11072.03,6173.48,2360.4,1576.24,12485.77,10119.19,3239.6,1259.41,21261.56,6313.16
10/04 16:53:07,,,,148.0,16490.0,29718.0,312.22,31.41,5.99,147.0,6458.0,56604.0,428.99,3.85,24.46,5.56,98.0,18540.0,321.02,19.35,6.68,659100,784,0.08,0.2,610.0,112.0,46.71,17.46,2821.0,1580.0,17038.44,9441.29,3229.0,2670.0,18542.06,18127.74,3122.0,1566.0,19743.98,9104.07
10/04 16:53:08,,,,136.63,10251.49,30598.02,298.97,56.5,6.59,147.52,12754.46,42819.8,376.71,7.61,48.52,6.15,116.83,24506.93,326.02,39.98,7.29,659132,816,0.07,0.2,612.87,112.87,47.47,17.21,2927.72,1621.78,17487.42,9864.19,3121.78,2642.57,17419.11,18484.45,2530.69,1301.98,14412.22,7213.93
10/04 16:53:09,,,,91.0,6878.0,20404.0,299.8,27.63,6.09,176.0,12000.0,51636.0,361.57,7.97,40.34,5.19,130.0,26988.0,302.57,29.21,5.61,659160,844,0.1,0.23,623.0,112.0,49.57,17.69,2376.0,1462.0,12565.88,8970.53,3398.0,2419.0,19975.43,15535.38,2897.0,1776.0,16966.24,11341.89
10/04 16:53:10,,,,115.0,13126.0,21966.0,305.15,19.69,6.14,179.0,14824.0,48504.0,353.79,9.67,62.63,5.56,83.0,19408.0,317.73,26.08,7.41,659188,876,0.05,0.17,626.0,117.0,49.48,34.08,2618.0,1344.0,15459.13,7845.9,2679.0,2502.0,13830.17,17890.52,2667.0,1149.0,16009.07,5981.34
10/04 16:53:11,,,,93.0,13286.0,13158.0,284.34,19.11,6.92,156.0,14022.0,47106.0,391.85,5.84,34.72,5.15,132.0,25426.0,251.67,23.61,6.19,659224,908,0.08,0.2,630.0,113.0,47.96,17.57,3195.0,1405.0,20366.32,7075.5,2810.0,2552.0,14003.4,17736.25,2394.0,1191.0,13377.79,6637.66
10/04 16:53:12,,,,86.14,4990.1,14893.07,230.83,16.46,6.99,199.01,24471.29,39146.53,319.67,12.33,54.79,4.97,100.0,19827.72,319.31,21.78,6.58,659256,940,0.07,0.2,629.7,118.81,48.98,81.73,1993.07,1324.75,9647.28,8294.95,3207.92,3008.91,16862.26,21001.31,1864.36,1313.86,8589.34,8447.06
10/04 16:53:13,,,,112.0,13232.0,18348.0,281.96,23.21,5.68,162.0,9872.0,52598.0,385.62,5.8,47.17,5.67,112.0,26798.0,330.86,26.88,6.75,659288,972,0.08,0.18,620.0,116.0,48.2,18.22,2562.0,1638.0,14426.85,10086.27,3118.0,2539.0,17277.25,16868.06,2877.0,1413.0,17579.84,7523.49
10/04 16:53:14,,,,134.65,9786.14,27550.5,277.28,52.0,5.99,194.06,14314.85,55681.19,360.69,9.0,45.73,5.07,134.65,28950.5,318.94,26.02,6.01,659320,1004,0.05,0.25,621.78,121.78,47.86,18.98,2906.93,1765.35,16991.92,11057.23,3773.27,2900.99,22509.34,19260.16,2817.82,1757.43,16209.58,11209.45
10/04 16:53:15,,,,114.0,10104.0,24540.0,303.89,27.04,6.07,189.0,16628.0,44842.0,325.24,10.73,57.88,5.19,121.0,26108.0,300.81,24.45,6.85,659352,384,0.1,0.23,627.0,118.0,47.24,18.37,1802.0,1433.0,7570.77,9579.36,3699.0,2815.0,21485.02,18717.94,3103.0,1872.0,18643.55,11717.35
10/04 16:53:16,,,,102.0,9922.0,18748.0,281.08,33.54,6.75,133.0,7722.0,42078.0,374.44,4.68,29.78,6.37,122.0,19608.0,286.75,30.43,7.03,659380,104,0.05,0.17,630.0,122.0,48.29,19.35,2350.0,1352.0,12671.2,7949.06,2878.0,2447.0,15354.65,16687.99,2385.0,1316.0,13209.69,7868.73
10/04 16:53:17,,,,112.0,12078.0,20928.0,294.7,35.08,7.2,203.0,14282.0,51974.0,326.38,10.13,52.86,4.91,102.0,19544.0,323.45,22.71,6.15,659412,136,0.08,0.2,625.0,122.0,49.77,18.85,1984.0,1236.0,9871.42,7683.44,3401.0,2889.0,18861.29,20141.54,2858.0,1739.0,16887.88,10995.05
10/04 16:53:18,,,,101.98,7869.31,19302.97,266.45,41.45,7.2,179.21,11623.76,55001.98,371.78,6.09,33.35,5.33,129.7,24459.41,289.53,28.31,6.24,659444,168,0.07,0.22,618.81,115.84,48.66,17.83,2649.5,1547.52,15374.29,9349.21,3365.35,2560.4,19277.5,16482.04,2807.92,1612.87,16332.32,9781.06
10/04 16:53:19,,,,163.0,10754.0,35258.0,282.28,46.29,6.06,185.0,14716.0,44504.0,320.11,6.27,34.49,5.23,121.0,23464.0,281.47,26.42,6.6,659472,196,0.1,0.23,612.0,126.0,46.96,19.36,2751.0,1626.0,15342.89,9501.72,3563.0,2772.0,20421.76,18235.96,2894.0,1800.0,16939.99,10842.0
10/04 16:53:20,,,,118.81,13435.64,23205.94,308.4,52.7,7.17,154.46,7574.26,43542.57,330.95,6.12,35.23,5.16,98.02,17267.33,280.16,40.36,7.76,659500,228,0.05,0.2,619.8,111.88,46.7,17.02,2505.94,1166.34,14475.91,6229.81,2641.58,2303.96,13098.8,15769.97,2587.13,1276.24,15007.83,7182.53
10/04 16:53:21,,,,124.0,13864.0,24920.0,312.77,29.43,6.57,203.0,14060.0,63586.0,382.49,9.19,48.79,4.89,109.0,24796.0,291.47,32.07,6.73,659532,224,0.1,0.18,614.0,119.0,48.99,18.39,3408.0,1378.0,22374.79,6254.91,2728.0,2540.0,13720.63,17634.37,3154.0,1406.0,19999.63,7533.64
10/04 16:53:22,,,,95.0,9912.0,20052.0,315.41,28.34,7.02,172.0,12274.0,48152.0,351.31,7.8,44.06,5.55,154.0,27062.0,257.78,40.74,5.79,659564,256,0.07,0.2,626.0,113.0,47.22,17.09,2726.0,1691.0,15456.25,10583.66,3403.0,2637.0,19440.82,17348.16,2766.0,1362.0,16397.21,7451.48
10/04 16:53:23,,,,124.75,13221.78,26530.69,318.65,22.12,5.95,181.19,15366.34,47980.2,349.62,8.3,45.08,5.44,115.84,25095.05,328.17,48.33,7.11,659596,288,0.1,0.18,613.86,117.82,48.5,17.96,2653.47,1884.16,15048.53,12426.83,3542.57,3075.25,20152.31,21231.57,2295.05,1401.98,12203.17,8736.76
10/04 16:53:24,,,,119.0,15866.0,21686.0,315.56,20.84,6.11,191.0,14820.0,51742.0,348.49,10.63,51.1,5.08,130.0,22484.0,309.2,41.75,6.66,659628,320,0.07,0.22,621.0,122.0,48.02,18.58,2692.0,1651.0,15604.69,10348.23,3866.0,3513.0,22120.71,24479.12,2773.0,1744.0,15900.46,11456.18
10/04 16:53:25,,,,123.0,11226.0,24770.0,292.65,34.02,6.07,180.0,18824.0,44722.0,353.03,9.51,59.37,5.56,103.0,18446.0,300.89,37.31,5.98,659660,352,0.08,0.2,632.0,119.0,49.17,18.18,2686.0,1303.0,15785.61,7366.89,2838.0,2981.0,13682.48,21531.31,2085.0,1151.0,10479.5,6987.08
10/04 16:53:26,,,,101.98,7922.77,20663.37,280.31,21.05,5.95,171.29,10942.57,55568.32,388.3,5.62,25.25,5.32,83.17,13881.19,285.67,17.79,6.93,659688,380,0.07,0.17,628.71,119.8,48.98,18.09,2809.9,1243.56,17524.21,6444.19,2653.47,2116.83,13941.41,14272.98,2824.75,1272.28,17278.76,7165.85
10/04 16:53:27,,,,60.0,6410.0,11650.0,301.0,22.7,6.75,173.0,8568.0,65216.0,426.5,5.83,38.46,4.97,78.0,17626.0,308.44,24.97,6.51,659720,412,0.03,0.15,617.0,116.0,47.54,17.99,3251.0,1095.0,21597.59,4892.13,1832.0,1594.0,7979.2,11078.36,2607.0,794.0,16195.97,3213.8
10/04 16:53:28,,,,100.99,9473.27,17996.04,272.0,27.5,6.56,167.33,11988.12,42289.11,324.38,7.25,46.54,5.5,104.95,18714.85,279.6,22.31,6.06,659748,440,0.07,0.2,613.86,116.83,46.7,17.69,2460.4,1181.19,14227.5,6359.28,2646.53,2345.54,12984.52,16219.26,2383.17,1143.56,13585.61,6508.17
10/04 16:53:29,,,,114.0,12496.0,22602.0,307.88,28.84,5.86,182.0,20670.0,42164.0,345.24,8.99,49.54,5.25,153.0,26262.0,276.0,42.42,5.95,659780,472,0.08,0.2,628.0,123.0,51.55,18.9,2377.0,1448.0,12644.1,9241.46,3425.0,3501.0,18009.91,24818.14,2473.0,1428.0,13657.2,8723.55
10/04 16:53:30,,,,132.0,14684.0,18538.0,251.68,32.81,5.56,178.0,19962.0,44446.0,361.84,8.63,47.28,5.56,122.0,22218.0,312.36,26.26,6.73,659816,508,0.07,0.2,629.0,120.0,48.99,18.7,2392.0,1548.0,12615.99,9853.32,3667.0,3601.0,19927.13,25568.33,2339.0,1511.0,12679.21,9376.72
10/04 16:53:31,,,,140.0,14750.0,27632.0,302.73,33.59,6.21,178.0,10828.0,53306.0,360.3,7.55,43.52,5.44,143.0,23424.0,272.15,46.76,5.69,659844,536,0.1,0.23,624.0,123.0,49.19,19.02,2734.0,1733.0,15804.49,10661.52,3732.0,3068.0,21027.45,20758.94,2571.0,1680.0,14386.22,10512.0
10/04 16:53:32,,,,89.11,6940.59,18998.02,291.09,23.89,6.19,163.37,11188.12,45908.91,349.5,5.49,34.01,5.64,104.95,14512.87,328.45,19.88,6.93,659876,568,0.05,0.15,620.79,118.81,49.3,18.27,2579.21,1054.46,15673.1,5158.99,2744.55,2654.46,13871.09,19243.87,2050.5,1420.79,10093.36,9494.8
10/04 16:53:33,,,,138.0,15146.0,29090.0,320.55,22.99,6.0,183.0,13668.0,53944.0,369.46,8.03,42.84,5.36,103.0,20354.0,321.71,22.64,6.37,659880,572,0.08,0.18,626.0,113.0,50.01,17.3,2569.0,1680.0,14061.52,10707.3,3879.0,3083.0,22586.47,21082.96,2952.0,1813.0,17470.88,11858.95
10/04 16:53:34,,,,77.23,7851.49,17425.74,327.31,20.03,6.69,191.09,14572.28,64922.77,416.01,7.08,36.73,5.21,86.14,14643.56,321.43,23.0,6.39,659940,632,0.07,0.17,606.93,117.82,46.29,17.76,3070.3,1399.01,19773.31,7369.97,3291.09,2595.05,18751.9,17824.43,1980.2,1558.42,9494.81,10789.22
10/04 16:53:35,,,,117.0,15366.0,22156.0,320.7,19.27,6.26,181.0,17044.0,53582.0,390.2,7.08,39.95,5.16,100.0,19466.0,303.06,19.93,6.32,659968,660,0.05,0.2,622.0,116.0,49.82,17.74,2781.0,1474.0,16422.87,8775.98,3352.0,3078.0,18307.62,21941.91,2435.0,1511.0,13307.83,9571.94
10/04 16:53:36,,,,125.74,14728.71,25382.18,318.99,30.15,5.71,182.18,14009.9,51164.36,357.75,6.97,33.08,5.32,129.7,27681.19,340.2,24.83,5.64,660000,692,0.1,0.22,616.83,117.82,47.83,17.98,3232.67,1756.44,20361.02,10163.94,3605.94,3296.04,20003.07,22845.16,2687.13,1630.69,15405.52,9842.04
10/04 16:53:37,,,,96.0,5650.0,19008.0,256.85,27.54,6.19,192.0,16580.0,54878.0,372.18,9.75,55.44,4.96,92.0,12876.0,277.96,18.89,6.01,660036,728,0.05,0.18,630.0,121.0,51.17,18.54,2359.0,1240.0,13255.47,7158.95,2595.0,2481.0,12511.41,17644.54,2577.0,1125.0,15240.12,5815.47
10/04 16:53:38,,,,160.0,16580.0,25116.0,260.6,45.94,5.83,152.0,7814.0,47458.0,363.63,5.49,34.52,5.76,74.0,15856.0,345.41,17.69,7.09,660064,756,0.07,0.17,625.0,121.0,48.79,18.52,2264.0,1329.0,12308.59,7924.18,2816.0,2501.0,14577.57,17233.27,2929.0,1214.0,18354.89,6572.19
10/04 16:53:39,,,,128.0,10536.0,26260.0,287.47,50.09,6.68,176.0,13650.0,56710.0,399.77,5.69,33.68,4.82,91.0,19862.0,274.02,23.52,6.31,660100,792,0.08,0.23,624.0,114.0,49.46,17.88,3210.0,1459.0,20258.87,8245.85,2774.0,2163.0,14678.66,14788.06,2856.0,1244.0,17619.54,6346.32
10/04 16:53:40,,,,128.71,17405.94,18722.77,280.69,24.17,5.55,198.02,14097.03,51697.03,332.26,6.81,35.19,4.75,125.74,26112.87,304.02,31.54,6.71,660124,820,0.1,0.17,621.78,115.84,48.94,17.4,2330.69,1648.51,12147.97,10789.1,3652.48,3239.6,20190.27,22043.44,2645.54,1502.97,15332.14,9070.56
10/04 16:53:41,,,,139.0,15466.0,27908.0,312.04,34.83,6.17,153.0,8242.0,48796.0,372.8,5.74,36.8,5.92,120.0,23766.0,309.63,25.07,6.53,660160,852,0.08,0.23,627.0,119.0,52.26,18.39,2817.0,1374.0,16663.61,7745.36,3104.0,2673.0,16735.28,18787.4,3058.0,1606.0,18593.63,9480.12
10/04 16:53:42,,,,136.63,15774.26,22568.32,280.62,37.3,5.72,161.39,11245.54,46774.26,359.51,6.92,43.13,6.06,120.79,18550.5,270.33,33.74,6.48,660196,888,0.07,0.17,615.84,114.85,46.87,17.81,1991.09,1392.08,9559.85,8964.63,3571.29,2982.18,20185.72,20551.27,2591.09,1694.06,14637.59,10603.7
10/04 16:53:43,,,,113.0,11230.0,19888.0,275.38,27.02,6.0,192.0,15500.0,57356.0,379.46,6.19,32.18,4.96,65.0,12706.0,294.06,22.91,6.74,660224,916,0.08,0.18,631.0,118.0,51.54,17.87,2753.0,1306.0,16635.69,7211.1,2471.0,2374.0,11727.72,17016.12,2705.0,1046.0,16595.3,5002.18
10/04 16:53:44,,,,109.0,10526.0,23678.0,313.8,52.84,5.99,199.0,14968.0,60260.0,378.03,10.0,39.73,4.84,120.0,26188.0,297.68,48.46,5.22,660256,948,0.07,0.22,643.0,119.0,51.17,18.46,3334.0,1653.0,20879.3,9397.08,3477.0,2603.0,20157.14,17704.31,3234.0,1666.0,20046.23,9767.46
10/04 16:53:45,,,,133.0,13676.0,22210.0,269.82,29.09,5.96,172.0,16388.0,39344.0,324.02,10.6,72.7,5.69,175.0,32920.0,285.3,53.37,5.67,660288,980,0.08,0.2,636.0,123.0,53.92,19.15,2447.0,1746.0,12859.71,11068.67,3866.0,3411.0,21590.36,23810.59,1965.0,1688.0,8438.09,11552.04
10/04 16:53:47,,,,107.92,9421.78,16205.94,237.47,32.86,6.04,154.46,12843.56,49465.35,403.41,5.73,37.24,5.92,123.76,21780.2,257.89,35.91,5.96,660320,1012,0.05,0.22,616.83,116.83,47.75,17.69,2340.59,1055.45,13257.62,5494.63,2587.13,2382.18,12517.32,16377.93,2900.99,1309.9,17917.85,7019.73
10/04 16:53:48,,,,141.0,17390.0,23666.0,291.18,26.8,6.03,153.0,9416.0,50488.0,391.53,4.6,31.65,5.13,89.0,14052.0,312.25,18.15,5.99,660348,1040,0.08,0.18,639.0,152.0,53.63,276.88,2358.0,1097.0,13247.87,5703.98,2977.0,2860.0,15307.28,20477.42,2808.0,1476.0,16973.51,9136.68
10/04 16:53:49,,,,101.98,9364.36,22635.64,313.79,21.27,6.45,173.27,14150.5,48930.69,364.07,10.01,54.31,5.5,89.11,15734.65,275.31,27.84,6.93,660384,1076,0.07,0.17,610.89,105.94,48.26,16.74,2559.41,1483.17,14527.38,9070.66,3031.68,2429.7,16814.14,16350.81,2299.01,1290.1,12508.66,7909.54
10/04 16:53:50,,,,128.0,12620.0,20544.0,259.09,25.73,5.92,154.0,10448.0,43228.0,348.55,6.37,35.45,5.31,103.0,14596.0,263.13,24.1,5.78,660416,1108,0.05,0.2,632.0,119.0,52.09,18.18,2015.0,1211.0,9943.52,7323.11,3160.0,2678.0,16766.57,18020.81,2661.0,1542.0,15050.2,9643.45
10/04 16:53:51,,,,121.78,11164.36,21596.04,269.01,27.92,5.86,198.02,8302.97,60594.06,347.93,10.71,45.95,5.04,118.81,23869.31,296.93,38.37,6.02,660444,484,0.07,0.2,618.81,121.78,48.32,18.96,3003.96,1728.71,17794.02,10432.17,3320.79,2378.22,19015.24,15611.26,2756.44,1436.63,15793.35,8309.36
10/04 16:53:52,,,,146.0,16616.0,29660.0,316.96,49.63,6.34,184.0,12426.0,50284.0,340.82,6.74,50.72,4.57,127.0,25824.0,306.9,54.01,6.29,660480,100,0.08,0.2,635.0,126.0,53.18,19.59,2579.0,1488.0,14246.45,8989.3,3425.0,3076.0,19173.3,21318.48,3226.0,1731.0,19916.61,10488.59
10/04 16:53:53,,,,102.0,7794.0,20498.0,277.37,28.26,6.54,172.0,12926.0,35040.0,278.87,8.5,52.28,5.46,78.0,13814.0,270.33,17.68,6.41,660508,128,0.07,0.17,623.0,117.0,49.23,17.55,2002.0,1275.0,9605.59,7887.11,2758.0,2153.0,14482.71,14157.84,2050.0,1132.0,10315.41,6624.09
10/04 16:53:54,,,,96.0,7180.0,17302.0,255.02,30.33,6.29,180.0,13890.0,51478.0,363.16,5.66,31.38,5.0,93.0,16930.0,246.99,15.16,6.37,660540,160,0.08,0.15,623.0,119.0,51.44,18.39,2760.0,1199.0,16943.8,6389.56,2366.0,2000.0,11278.51,13704.67,2503.0,969.0,14954.23,4907.35
10/04 16:53:55,,,,110.89,11077.23,15336.63,238.2,73.3,8.56,167.33,13966.34,53338.61,402.24,4.87,29.55,5.57,165.35,33665.35,280.4,51.53,5.56,660908,192,0.12,0.2,631.68,121.78,49.59,18.71,2497.03,1522.77,13668.78,9467.62,3398.02,2822.77,19029.84,19033.6,3387.13,1634.65,21647.58,9234.67
10/04 16:53:56,,,,167.0,11308.0,31054.0,253.66,70.77,5.99,153.0,10248.0,41348.0,337.23,6.88,41.69,6.22,114.0,17868.0,262.77,15.52,5.93,660484,220,0.15,0.23,637.0,117.0,53.36,17.8,3116.0,1509.0,19575.53,8024.07,2987.0,2397.0,15755.41,16000.61,1991.0,1182.0,9342.08,7415.46
10/04 16:53:57,,,,84.16,6768.32,18182.18,296.47,24.32,7.19,132.67,8164.36,28954.46,279.78,13.9,100.81,7.51,100.99,18603.96,308.47,27.92,6.94,660932,252,0.12,0.2,619.8,122.77,48.56,18.77,2032.67,1446.53,9845.5,9397.82,3176.24,2119.8,18516.26,13856.99,1812.87,1373.27,7988.37,9424.4
10/04 16:53:58,,,,175.0,22056.0,34008.0,320.37,35.68,5.5,182.0,9324.0,48096.0,315.49,10.88,65.18,5.46,121.0,23626.0,278.21,78.21,8.26,660248,280,0.13,0.23,624.0,120.0,52.55,18.45,3331.0,1758.0,21066.66,10105.14,3546.0,2901.0,20244.9,19899.35,2336.0,1549.0,12105.61,9615.59
10/04 16:53:59,,,,161.0,23810.0,27480.0,318.57,33.0,5.31,151.0,15424.0,42606.0,384.3,6.19,35.13,5.48,168.0,25472.0,313.08,80.07,5.99,660692,316,0.15,0.27,613.0,115.0,48.06,17.47,2514.0,1455.0,14321.82,8592.41,3572.0,4418.0,17861.91,33477.21,2546.0,1521.0,14223.89,9498.81
10/04 16:54:00,,,,111.0,8818.0,21370.0,271.96,21.87,6.47,175.0,17124.0,42520.0,340.82,10.31,62.74,5.65,141.0,16334.0,240.03,54.71,5.94,660404,344,0.1,0.2,620.0,119.0,51.26,18.14,2034.0,1400.0,10057.12,8925.38,3181.0,2984.0,16506.43,20972.14,2255.0,1354.0,12147.7,8072.57
